Scer_chrM	85779	939	541	16489	17029	541	1	541	541	0.0	1000	100.000	541	100.00	541	0	0	0	1	-1
Scer_chrM	85779	911	361	13869	14229	361	1	361	361	0.0	667	100.000	361	100.00	361	0	0	0	1	-1
Scer_chrM	85779	881	290	74229	74518	290	1	290	290	2.87e-152	536	100.000	290	100.00	290	0	0	0	1	-1
Scer_chrM	85779	855	274	20496	20769	1	274	274	274	2.25e-143	507	100.000	274	100.00	274	0	0	0	1	1
Scer_chrM	85779	839	267	61847	62113	267	1	267	267	1.75e-139	494	100.000	267	100.00	267	0	0	0	1	-1
Scer_chrM	85779	829	263	59800	60062	1	263	263	263	2.93e-137	486	100.000	263	100.00	263	0	0	0	1	1
Scer_chrM	85779	823	261	79458	79718	1	261	261	261	3.79e-136	483	100.000	261	100.00	261	0	0	0	1	1
Scer_chrM	85779	633	219	60593	60811	219	1	219	219	8.43e-113	405	100.000	219	100.00	219	0	0	0	1	-1
Scer_chrM	85779	537	211	46725	46935	211	1	211	211	2.36e-108	390	100.000	211	100.00	211	0	0	0	1	-1
Scer_chrM	85779	509	209	14201	14409	1	209	209	209	3.05e-107	387	100.000	209	100.00	209	0	0	0	1	1
Scer_chrM	85779	453	204	6764	6967	1	204	204	204	1.84e-104	377	100.000	204	100.00	204	0	0	0	1	1
