Scer_chrI	230218	9450	20024	45631	65653	20023	1	20023	20020	0.0	36971	99.995	20022	100.00	20022	1	0	0	1	-1
Scer_chrI	230218	9388	17973	108737	126709	17973	1	17973	17973	0.0	33190	100.000	17973	100.00	17973	0	0	0	1	-1
Scer_chrI	230218	9372	17606	75010	92615	1	17606	17606	17606	0.0	32513	100.000	17606	100.00	17606	0	0	0	1	1
Scer_chrI	230218	9036	11122	128093	139214	1	11122	11122	11122	0.0	20539	100.000	11122	100.00	11122	0	0	0	1	1
Scer_chrI	230218	8816	8675	92586	101260	8675	1	8675	8675	0.0	16020	100.000	8675	100.00	8675	0	0	0	1	-1
Scer_chrI	230218	8712	7580	27553	35128	1	7576	7576	7576	0.0	13991	100.000	7576	100.00	7576	0	0	0	1	1
Scer_chrI	230218	8712	7580	203448	203818	371	1	373	266	1.69e-136	492	90.617	338	90.62	338	31	4	4	1	-1
Scer_chrI	230218	8692	7468	101298	108765	1	7468	7468	7468	0.0	13791	100.000	7468	100.00	7468	0	0	0	1	1
Scer_chrI	230218	8682	7365	192552	199916	1	7365	7365	7362	0.0	13596	99.986	7364	99.99	7364	1	0	0	1	1
Scer_chrI	230218	8678	7332	144788	152119	7332	1	7332	7332	0.0	13540	100.000	7332	100.00	7332	0	0	0	1	-1
Scer_chrI	230218	8640	6990	35116	42105	1	6990	6990	6990	0.0	12909	100.000	6990	100.00	6990	0	0	0	1	1
Scer_chrI	230218	8450	5771	166278	172048	5771	1	5771	5771	0.0	10658	100.000	5771	100.00	5771	0	0	0	1	-1
Scer_chrI	230218	8402	5450	154848	160297	5450	1	5450	5450	0.0	10065	100.000	5450	100.00	5450	0	0	0	1	-1
Scer_chrI	230218	8402	5450	165826	165885	60	1	60	60	5.51e-22	111	100.000	60	100.00	60	0	0	0	1	-1
Scer_chrI	230218	8402	5450	183415	183474	1	60	60	51	5.55e-17	95.3	95.000	57	95.00	57	3	0	0	1	1
Scer_chrI	230218	8342	5098	6737	11806	29	5098	5070	5070	0.0	9363	100.000	5070	100.00	5070	0	0	0	1	1
Scer_chrI	230218	8342	5098	24007	24238	4867	5098	233	139	6.69e-66	257	86.695	202	86.70	202	29	2	2	1	1
Scer_chrI	230218	8342	5098	207778	208009	5098	4867	233	133	1.45e-62	246	85.837	200	85.84	200	31	2	2	1	-1
Scer_chrI	230218	8274	4792	171993	176784	1	4792	4792	4792	0.0	8850	100.000	4792	100.00	4792	0	0	0	1	1
Scer_chrI	230218	8274	4792	1805	1936	4661	4792	132	90	1.16e-38	167	89.394	118	89.39	118	14	0	0	1	1
